ds,yhat,yhat_lower,yhat_upper
2009-01-31,421185.82690955576,414888.39276284765,427417.00286003697
2009-02-28,418580.24805189937,411558.6382847886,424687.6223700817
2009-03-31,416302.8940218125,410196.1142199302,422800.3066328909
2009-04-30,414401.8148981495,408306.34422162094,420643.04040911666
2009-05-31,412336.20927066915,406051.7312816347,418536.0092736625
2009-06-30,410218.4063322627,403905.44557624066,416867.3212140113
2009-07-31,408805.2907821792,402157.8592727205,415379.79944539716
2009-08-31,407212.67984641856,401093.71598729584,413581.3307128885
2009-09-30,405556.6183369314,399478.9135774001,412255.80656133854
2009-10-31,403592.7752907999,397433.8500697584,410078.77132032637
2009-11-30,402065.1068456744,395334.409428212,408693.5956731532
2009-12-31,400548.74183578446,394108.1813412744,407010.9434179561
2010-01-31,399233.36230873363,392925.3016271883,406040.51263324125
2010-02-28,398073.6229523073,391084.9307714997,404492.1692085601
2010-03-31,396970.4009170804,390532.1719250932,403167.44978501124
2010-04-30,396061.934999979,389314.6923492996,403109.46126765845
2010-05-31,395492.1721271368,388915.84573363466,401912.9715822803
2010-06-30,394931.821752387,388868.7353748303,401131.4859446214
2010-07-31,393991.44788873976,387325.4762940137,400364.82639069215
2010-08-31,392772.3419831804,386426.1906876321,399368.1125095187
2010-09-30,391430.41724305815,384945.28546734015,398126.36259776977
2010-10-31,389919.8193496606,383597.8361504523,396035.88339770597
2010-11-30,388600.189249081,382352.2341922429,395064.60630952066
2010-12-31,387272.24860300694,380627.356115693,394070.24790549173
2011-01-31,386336.7367913346,379651.288102231,392679.2393600998
2011-02-28,385838.2556584975,379392.91053248587,392436.923051565
2011-03-31,385034.9573315337,378781.93015902373,391201.58317701455
2011-04-30,384277.9830981096,377378.3097583242,390935.3003669271
2011-05-31,383633.7059515823,377053.4318014185,389903.1977108042
2011-06-30,383112.04524271016,376370.9550637315,390016.82679147983
2011-07-31,382291.66810632823,376240.9547078978,388884.4903862109
2011-08-31,381090.89858373225,374503.04466518085,387483.66651956073
2011-09-30,379720.56757883134,373377.9945478806,386300.10055216716
2011-10-31,378307.632009202,372167.2653686408,384563.39222049556
2011-11-30,376851.0453296143,370126.768607339,383374.1187389005
2011-12-31,375863.4575300308,369230.6985761524,382273.8023914051
2012-01-31,375462.9556395396,369490.71720481286,381589.5524001756
2012-02-29,374972.3652815493,368396.2972161452,381410.2338653412
2012-03-31,374809.94354020065,368358.73185644136,381119.1372109961
